segment,control_n,treatment_n,control_cr,treatment_cr,absolute_lift,relative_lift_pct,p_value,significant
device_type=mobile,2102,2061,0.09372026641294005,0.12712275594371664,0.03340248953077658,35.640625885123036,0.0005810825310984494,True
device_type=tablet,368,362,0.11141304347826086,0.1132596685082873,0.0018466250300264303,1.657458563535918,0.9370330828557241,False
device_type=desktop,1365,1412,0.11428571428571428,0.09560906515580736,-0.018676649129906922,-16.342067988668557,0.10816995247336883,False
user_type=new,2366,2313,0.09721048182586645,0.1162991785559879,0.01908869673012145,19.636459331942326,0.03443027857429571,True
user_type=returning,1469,1522,0.11164057181756297,0.11103810775295664,-0.0006024640646063312,-0.5396461651870125,0.9582362414692555,False
